Time,Temperature,VerticalWind,Icing,Altitude,Latitude,Longitude,DewPoint,MixingRatio
05-Jun-2021 19:59:45,6.713219165802,0.743835151195526,1.1325398683548,3061.56665039062,34.9232139587402,-96.6157531738281,2.75755548477173,6.65065479278564
05-Jun-2021 19:59:46,6.70503759384155,0.477706909179688,1.13121235370636,3070.29565429688,34.9242362976074,-96.6147155761719,2.84796094894409,6.69868230819702
05-Jun-2021 19:59:47,6.39884424209595,0.634402990341187,1.236163854599,3078.82568359375,34.9252738952637,-96.6136932373047,2.93196320533752,6.74414014816284
05-Jun-2021 19:59:48,5.96124505996704,1.12992811203003,1.31303882598877,3087.2607421875,34.9263496398926,-96.6127090454102,3.38595652580261,6.97716474533081
05-Jun-2021 19:59:49,5.54821014404297,2.36155271530151,1.32252991199493,3095.63110351562,34.9273529052734,-96.6116790771484,3.83306837081909,7.20748567581177
05-Jun-2021 19:59:50,5.50217580795288,1.89227163791656,1.41014719009399,3104.83569335938,34.928409576416,-96.6106567382812,4.34303092956543,7.48408842086792
05-Jun-2021 19:59:51,5.51119470596313,2.98158264160156,1.40694284439087,3114.61987304688,34.9294776916504,-96.6096572875977,4.59761619567871,7.62737035751343
05-Jun-2021 19:59:52,5.14343070983887,3.22649931907654,1.41689169406891,3124.9833984375,34.930549621582,-96.608642578125,5.23383378982544,7.99166250228882
05-Jun-2021 19:59:53,5.03005409240723,3.5532660484314,1.41725790500641,3135.36596679688,34.9315795898438,-96.6076126098633,5.73714780807495,8.29074478149414
05-Jun-2021 19:59:54,5.08056640625,2.31575703620911,1.40590524673462,3145.63623046875,34.9326095581055,-96.6066055297852,5.81286239624023,8.35671329498291
05-Jun-2021 19:59:55,5.19133377075195,-1.14242577552795,1.4201877117157,3154.2099609375,34.9336853027344,-96.6055526733398,6.50054121017456,8.77394676208496
05-Jun-2021 19:59:56,4.84157133102417,-2.48801422119141,1.44490730762482,3160.7275390625,34.9347610473633,-96.6045455932617,6.87689542770386,9.01658344268799
05-Jun-2021 19:59:57,4.6559910774231,-2.71990752220154,1.47405207157135,3165.37084960938,34.9358291625977,-96.6034927368164,7.41010189056396,9.35463905334473
05-Jun-2021 19:59:58,4.75976991653442,-1.26069760322571,1.45096516609192,3168.90234375,34.9369010925293,-96.6024856567383,7.65393877029419,9.51163196563721
